,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
376,19-Aug-2015,2015.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,10,Lacerations to right leg,N,15h30,3' shark
377,18-Aug-2015,2015.0,Boating,USA,California,Santa Barbara County,Kayak Fishing,M,22,"No injury, kayak bitten",N,07h30,"White shark, 13'"
379,10-Aug-2015,2015.0,Provoked,USA,California,Cortes Bank,Spearfishing,M,57,Right hand bitten  PROVOKED INCIDENT,N,08h00,Hammerhead shark. 6' to 7'
383,26-Jul-2015,2015.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,Minor injury to sole of foot,N,19h00,"Blacktip or spinner shark, 4'"
384,26-Jul-2015,2015.0,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,35,"2' cut to dorsum of foot, 2 puncture wounds to sole",Unknown,10h10,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed"
386,23-Jul-2015,2015.0,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,31,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,,"Mako shark, 100-lb"
390,10-Jul-2015,2015.0,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,38,"No injury, shark bumped & damaged board",N,08h45,"White shark, 7'"
391,08-Jul-2015,2015.0,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,M,39,Laceration to back,Unknown,,Shark involvement not cofirmed
394,04-Jul-2015,2015.0,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",,M,32,Lacerations to right hand & forearm,N,Evening,
397,01-Jul-2015,2015.0,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,"Injuries to torso, hip, lower leg & hands",N,12h10,6' to 7' shark
399,30-Jun-2015,2015.0,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,M,12,Shallow lacerations & puncture to lateral left leg,N,18h05,4' to 5' shark
400,27-Jun-2015,2015.0,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,M,18,"Injuries to right calf, buttock and both hands",N,16h00,Bull shark
402,26-Jun-2015,2015.0,Invalid,USA,Florida,"Jacksonville Beach, Duval County",Swimming,F,,Minor lacerations to leg,Unknown,19h30,Shark involvement not confirmed
404,26-Jun-2015,2015.0,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,43,Puncture wounds to foot,N,11h00,4' shark
406,25-Jun-2015,2015.0,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,M,47,Multiple lacerations to back,N,11h41,
407,24-Jun-2015,2015.0,Unprovoked,USA,North Carolina,Surf City,Swimming,M,6,Minor injury to foot,N,12h25,Sandtiger shark
409,23-Jun-2015,2015.0,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,M,9,Minor injury to calf ,N,,small shark
411,17-Jun-2015,2015.0,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,10,Minor injury to calf ,N,13h00,
412,14-Jun-2015,2015.0,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,M,16,Arm amputated below shoulder,N,17h51,Bull shark
413,14-Jun-2015,2015.0,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,F,12,Left arm amputated at elbow & severe injury to leg,N,16h12,Bull shark
414,13-Jun-2015,2015.0,Unprovoked,USA,California,Off San Diego,,F,,Severe laceration to leg,N,,Mako shark
415,11-Jun-2015,2015.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,F,13,Minor lacerations to foot,N,12h45,4' shark
416,07-Jun-2015,2015.0,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,M,11,Lacerations to right calf,N,10h50,"Bull shark, 5'"
417,05-Jun-2015,2015.0,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,F,17,Puncture wound to finger,N,,small nurse shark
419,29-May-2015,2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,F,14,Left foot bitten,N,15h00,
420,29-May-2015,2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,19,Minor lacerations to dorsum of right foot,N,13h45,
422,24-May-2015,2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,13,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,,
423,20-May2015,2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,2 puncture wounds to  dorsum of left foot,N,10h30,5' shark
424,15-May-2015,2015.0,Unprovoked,USA,South Carolina,Sullivan's Island,,M,30,Laceration to foot ,N,14h15,6' shark
426,07-May-2015,2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,,"Lacerations to lower left leg, ankle & foot",N,15h00,
429,29-Apr-2015,2015.0,Unprovoked,USA,Hawaii,Kanahena Cove ,Snorkeling,F,65,FATAL,Y,09h00,
430,26-Apr-2015,2015.0,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Wading,M,63,Lacerations to left calf,N,16h30,3- to 4-foot shark
433,13-Apr-2015,2015.0,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,M,48,Lacerations to shoulder and left bicep,N,,"Blue shark, 8 to 9 feet"
436,03-Apr-2015,2015.0,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,M,70,Injuries to head & torso,N,Afternoon,Bull shark
441,18-Mar-2015,2015.0,Unprovoked,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,M,58,Lacerations to left forearm. Lacerations to left hand and thigh,N,11h45,"Tiger shark, 8 to 12 feet"
452,27-Jan-2015,2015.0,Provoked,USA,Hawaii,Lahaina,Shark fishing,M,20,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,03h30,4' shark
455,19-Jan-2015,2015.0,Boating,USA,Florida,Off Panama City,Fishing,M,,No injury but shark bit trolling motor & rammed boat,N,,White shark
459,08-Jan-2015,2015.0,Invalid,USA,Florida,,Swimming after falling overboard,M,38,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",Unknown,Night,No shark involvement
462,01-Jan-2015,2015.0,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",,M,12,Leg bitten,N,Afternoon,"""A small shark"""
467,28-Dec-2014,2014.0,Unprovoked,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Surfing,M,50,Injury to hip/leg,N,11h30,"White shark, 8' to 10'"
475,Reported 17-Nov-2014,2014.0,Boating,USA,California,"Franklin Point, San Mateo County",,,,"Shark bumped boat, no injury to occupants",N,,White shark
476,16-Nov-2014,2014.0,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,44,Laceration to left hand,N,13h00,2' shark
477,13-Nov-2014,2014.0,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,53,Laceration to left upper leg,N,13h30,1.5 m shark
479,08-Nov-2014,2014.0,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,18,Minor injuries to hand & arm ,N,16h30,
480,31-Oct-2014,2014.0,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,34,Lacerations to fingers,N,11h00,"Tiger shark, 12'"
482,22-Oct-2014,2014.0,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,F,,"No injury, paddleboard bitten",N,10h00,Tiger shark
483,20-Oct-2014,2014.0,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,M,,"No injury, paddleboard bitten",N,08h00,
484,19-Oct-2014,2014.0,Boating,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,F,,"No injury to occupant, canoe bitten",N,,
485,18-Oct-2014,2014.0,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,M,,"No injury, surfboard bitten",N,11h15,12' to 14' shark
487,14-Oct-2014,2014.0,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,F,7,Lacerations to left foot,N,,"Bull shark, 3' to 4'"
488,12-Oct-2014,2014.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,F,,Laceration to right hand/wrist,N,15h30,
490,05-Oct-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,Foot bitten,N,11h30,Blacktip shark
491,07-Oct-2014,2014.0,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,40,Thigh bitten,N,Afternoon,
492,05-Oct-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Foot bitten,N,11h00,Blacktip shark
493,03-Oct-2014,2014.0,Boating,USA,California,Santa Barbara County,Kayaking,M,,"No injury to occupant, shark/s holded  kayak",N,14h00,"White shark, 18' to 20'"
494,03-Oct-2014,2014.0,Boating,USA,California,Santa Barbara County,Kayaking ,M,,"No injury to occupant, shark/s holded  kayak",N,11h30,White shark
495,02-Oct-2014,2014.0,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,28,Lacerations to knee,N,17h30,8' to 10' shark
497,21-Sep-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Minor injury to left foot,N,11h30,
499,13-Sep-2014,2014.0,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,M,,"A hoax, no shark involvement",Unknown,18h45,No shark involvement
501,06-Sep-2014,2014.0,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing ,M,43,Leg bitten,N,13h00,Bull shark
502,03-Sep-2014,2014.0,Boating,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,F,20s,"No injury, shark bit kayak",N,18h00,"White shark, 12' to 14'"
503,02-Sep-2014,2014.0,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,52,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,20h00,3' to 4' shark
505,31-Aug-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,F,13,Injury to left calf,N,16h40,Spinner shark
506,29-Aug-2014,2014.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,Lacerations to shin,N,,Spinner shark or blacktip shark
507,29-Aug-2014,2014.0,Invalid,USA,Florida,"Atlantic Beach, Duval County",,,,Shark involvement not confirmed,Unknown,16h18,Shark involvement not confirmed
508,28-Aug-2014,2014.0,Provoked,USA,Maryland,Assateague National Seashore,Fishing,M,33,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,,
510,27-Aug-2014,2014.0,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,M,29,Laceration to left hand,N,,4' to 6' shark
511,27-Aug-2014,2014.0,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",Standing,F,,Heel bitten,N,15h00,
512,Reported 25-Aug-2014,2014.0,Provoked,USA,Florida,Apalachicola Bay ,Fishing for sharks,M,,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,,"Bull shark, 4.5' "
513,24-Aug-2014,2014.0,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,,,Laceration to left foot,N,,4' shark
515,12-Aug-2014,2014.0,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,M,,Puncture wounds and lacerations to left thigh and knee,N,11h10," Bull shark, 8'"
516,10-Aug-2014,2014.0,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",,M,26,Puncture wounds & lacerations to foot,N,,
518,09-Aug-2014,2014.0,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,10,Puncture wounds to right foot & ankle,N,13h30,
519,08-Aug-2014,2014.0,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,7,Minor lacerations to left heel and big toe,N,Afternoon," Bull shark, 5'"
520,06-Aug-2014,2014.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,M,10,Lacerations to right leg & foot,N,14h00,4' tp 5' shark
521,05-Aug-2014,2014.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,45,Lacerations to  foot,N,,
522,02-Aug-2014,2014.0,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,M,50s,Foot bitten,N,,
523,02-Aug-2014,2014.0,Unprovoked,USA,Florida,"Table Beach, Brevard County",Boogie boarding,M,8,Laceration to ankle,N,13h00,
526,27-Jul-2014,2014.0,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,M,Teen,Left foot bitten,N,,Possibly juvenile tiger shark
528,21-Jul-2014,2014.0,Unprovoked,USA,Florida,"Indialantic, Brevard County",Standing,M,8,Lacerations to right knee,N,Early afternoon,
530,16-Jul-2014,2014.0,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Swimming,M,61,Lacerations to left foot,N,17h50,6' to 8' shark
531,14-Jul-2014,2014.0,Unprovoked,USA,Florida,Okaloosa Island,Swimming,M,39,Puncture wounds to foot,N,14h30,4' shark
533,12-Jul-2014,2014.0,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,M,,Lacerations to hand and wrist,N,,
534,9-Jul-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Lacerations to foot,N,14h00,
535,5-Jul-2014,2014.0,Provoked,USA,California,"Manhattan Beach, Los Angeles County",Swimming,M,,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,09h30," White shark, 7' "
536,5-Jul-2014,2014.0,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,M,,"No injury, surboard bitten",N,07h00 - 08h00,
537,3-Jul-2014,2014.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,M,19,Right hand bitten,N,18h15-18h30,4' to 5' shark
544,09-Jun-2014,2014.0,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,16,"Abrasion to right hand, lacerations to left forearm",N,17h00," Sandbar shark, 3' to 4'"
547,07-Jun-2014,2014.0,Unprovoked,USA,Texas,"West Beach, Galveston",Kneeling in the water,F,14,Shallow lacerations & puncture wounds below shoulder,N,Afternoon,
548,01-Jun-2014,2014.0,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22,Laceration to right lower leg,N,13h30,Bull shark
550,01-Jun-2014,2014.0,Unprovoked,USA,Palmyra Atoll,,Tagging sharks,F,37,Laceration to left hand,N,,Blacktip Reef shark 
554,15-May-2014,2014.0,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,F,38,Calf bitten,N,11h30,
556,13-May2014,2014.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,44,Lacerations and puncture wounds to right foot,N,11h00,
557,11-May-2014,2014.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12,Puncture wounds to right thigh,N,,Shark involvement not confirmed
558,Reported 10-May-2014,2014.0,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",Unknown,,No shark involvement
559,06-May-2014,2014.0,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,40,Lacerations to left foot,N,15h00,4' to 5' shark
561,01-May-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Laceration to right hand and cuts on fingertips,N,15h00,3' shark
563,22-Apr-2014,2014.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M ,42,Laceration & puncture wounds to right foot,N,15h30,
564,15-Apr-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25,Minor lacerations to left foot,N,09h57,
567,04-Apr-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,teen,Minor puncture wounds to lower left leg,N,13h50,
568,04-Apr-2014,2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,teen,Lacerations to foot,N,13h30,
572,22-Mar-2014,2014.0,Unprovoked,USA,Florida,Delray Beach,Kite Surfing,M,,Lacerations to left forearm,N,,4' to 5' shark
573,21-Mar-2014,2014.0,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,9,Lacerations to toes and heel of right foot,N,,
579,02-Mar-2014,2014.0,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21,Lacerations to toes,N,,Blacktip or spinner shark?
588,2014,2014.0,Unprovoked,USA,Hawaii,,Free diving / Photographing pilot whales,M,,"""Minor laceration to shoulder""",N,,Oceanic whitetip shark
593,11-Dec-2013,2013.0,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29,Lacerations to right hand & knee,N,08h00,"Tiger shark, 10' to 12'"
594,10-Dec-2013,2013.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,Right foot bitten,N,14h30,4' to 6' shark
596,02-Dec-2013,2013.0,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57,FATAL,Y,09h00,
598,29-Nov2013,2013.0,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58,Right calf bitten,N,13h00,
600,22-Nov-2013,2013.0,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25,"No injury, board bitten",N,10h30,"White shark, 10 '"
603,07-Nov-2013,2013.0,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16,"No injury, swim fin bitten",N,Afternoon,
604,07-Nov-2013,2013.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,,Foot bitten,N,,
605,31-Oct-2013,2013.0,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46,Severe bite to right calf & anklel,N,15h19,Tiger shark
610,23-Oct-2013,2013.0,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving ,M,45,"3"" laceration to left hip",N,15h55,"Whitetip reef shark, 4' to 6'"
611,20-Oct-2013,2013.0,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,25,"No injury, shark bit surfboard",N,11h00,Tiger shark
612,19-Oct-2013,2013.0,Unprovoked,USA,Florida,Miami Beach,Wading,M,6,Bitten on left calf & foot,N,Late afternoon,Nurse shark?
615,06-Oct-2013,2013.0,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,45,Laceration to thigh,N,08h45,"White shark, 8' to 10'"
616,10-Oct-2013,2013.0,Unprovoked,USA,Florida,"Destin, Okaloosa County",Wading,M,12,Lacerations to  right forearm,N,15h30,Small bull shark
617,29-Sep-2013,2013.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,50,Lacerations to hand,N,10h00,
619, 25-Sep-2013,2013.0,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,M,7,Laceration and puncture wounds to ankle,N,10h30,
620, 21-Sep-2013,2013.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,45,Lacerations to right foot,N,13h00,
621, 21-Sep-2013,2013.0,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,,Lacerations to left foream,N,Morning,
622, 14-Sep-2013,2013.0,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,21,Lacerations to right foot,N,15h30,Bull shark
623, 12-Sep-2013,2013.0,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,13,Heel bitten,N,13h00,3' shark
624,08-Sep-2013,2013.0,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",,F,,No details,UNKNOWN,,
625, 07-Sep-2013,2013.0,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,43,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,16h00,3' shark
626, 07-Sep-2013,2013.0,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,M,25,"Minor injury, shin bitten",N,16h00,3' shark
627, 02-Sep-2013,2013.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,17,Shoulder bitten,N,13h00,
628, 01-Sep-2013,2013.0,Provoked,USA,Florida,Key West Aquarium,,M,3,Arm bitten by captive shark PROVOKED INCIDENT,N,,Nurse shark
630, 01-Sep-2013,2013.0,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,M,9,Lacerations to left calf,N,12h00,4' shark
632,31-Aug-2013,2013.0,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,,Foot bitten,N,23h00,Salmon shark
633,29-Aug-2013,2013.0,Invalid,USA,California,Catalina Channel,Marathon swimming,F,47,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",Unknown,,No shark involvement
635, 25-Aug-2013,2013.0,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,F,11,Minor injury to left lower leg & heel,N,17h00,
637, 18-Aug-2013,2013.0,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,M,16,Lacerations to buttocks & thigh,N,13h00,
638,17-Aug-2013,2013.0,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,,"No injury, shark bumped surfboard",N,12h40,White shark
639, 14-Aug-2013,2013.0,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,20,FATAL,Y,16h30,Tiger shark?
640, 13-Aug-2013,2013.0,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,19,No injury & not on board. Board adrift when bitten by shark,N,13h55,
